participant,gendered_female,gendered_male,non_gendered_none,source_file
PP29,3.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP3,2.0,2.5,2.5,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP30,4.0,2.5,3.5,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP31,3.0,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP32,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP33,4.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP34,3.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP35,3.0,2.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP37,3.5,4.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP4,3.0,4.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP42,2.0,3.5,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP43,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP44,2.5,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP45,3.0,3.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP47,2.5,2.5,,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP48,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP49,4.0,3.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP5,2.5,3.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP50,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP52,3.0,2.5,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP53,2.0,2.5,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP55,3.5,2.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP56,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP57,4.0,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP58,3.5,3.0,3.5,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP59,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP6,4.0,3.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP60,2.5,3.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP61,2.5,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP62,4.0,3.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP63,2.5,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP64,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP65,2.0,2.5,2.5,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP66,4.5,4.0,5.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP67,3.5,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP69,2.0,2.5,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP7,3.0,3.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP70,2.0,2.5,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP71,3.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP72,2.5,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP73,4.0,3.5,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP74,2.5,2.5,,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP76,4.0,3.5,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP77,3.0,2.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP78,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP79,2.0,2.5,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP8,3.5,2.5,,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP80,3.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP81,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP83,3.0,2.5,2.5,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP84,3.0,2.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP85,4.0,3.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP86,2.0,2.5,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
PP89,2.5,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v3.csv
P1,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P10,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P11,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P12,2.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P13,3.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P14,3.0,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P15,2.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P16,4.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P17,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P20,2.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P21,2.0,1.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P22,4.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P24,3.0,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P25,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P27,4.0,2.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P29,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P3,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P30,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P31,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P32,4.0,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P33,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P34,4.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P35,3.0,4.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P37,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P4,4.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P42,3.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P43,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P44,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P45,2.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P47,2.0,1.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P48,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P49,3.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P5,3.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P50,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P52,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P53,2.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P55,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P56,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P57,3.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P58,4.0,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P59,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P6,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P60,3.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P61,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P62,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P63,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P64,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P65,2.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P66,4.0,2.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P67,3.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P69,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P7,4.0,4.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P70,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P71,2.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P72,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P73,4.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P74,3.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P76,4.0,3.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P77,2.0,3.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P78,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P79,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P8,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P80,2.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P81,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P83,3.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P84,4.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P85,4.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P86,3.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
P89,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP1,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP10,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP11,2.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP12,4.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP13,3.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP14,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP15,2.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP16,4.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP17,2.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP20,2.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP21,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP22,4.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP24,3.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP25,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP27,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP29,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP3,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP30,2.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP31,4.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP32,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP33,4.0,4.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP34,4.0,2.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP35,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP37,4.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP4,2.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP42,4.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP43,2.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP44,3.0,2.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP45,3.0,4.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP47,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP48,2.0,3.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP49,4.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP5,3.0,3.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP50,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP52,2.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP53,3.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP55,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP56,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP57,4.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP58,3.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP59,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP6,4.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP60,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP61,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP62,4.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP63,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP64,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP65,3.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP66,4.0,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP67,3.0,4.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP69,2.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP7,3.0,4.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP70,2.0,3.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP71,4.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP72,3.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP73,3.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP74,3.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP76,4.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP77,3.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP78,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP79,2.0,2.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP8,4.0,3.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP80,3.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP81,4.0,3.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP83,2.0,2.0,2.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP84,3.0,3.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP85,4.0,4.0,4.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP86,2.0,2.0,3.0,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
PP89,2.0,3.0,,FINAL_gender_non-gender_fem_male_temp_0.7-v2.csv
